GaugeID,Warning Level,Danger Level,Station,Latitude,Longitude,River Name/ Tributory/ SubTributory,Basin,State,Start_date,End_date,Level_Entries,Streamflow_Entries,Privacy,Source Catchment Area,Catchment Area,Area variation (%),Reliability
INDOFLOODS-gauge-1020,11.8,12.8,Mundeswari/Harinkhola,22.8381,87.9031,Bhagirathi/Damodar/ Mundeswari,Ganga - Brahmaputra -Meghna/Barak,West Bengal,01-06-2010,11-10-2011,266,0,Open,21310,21904.48242,2.789687565,Safe
INDOFLOODS-gauge-175,126.18,128,Panam dam,23.0542,73.7167,Mahi/Panam,Mahi,Gujarat,01-01-2018,27-05-2020,498,0,Open,2314,2308.24707,0.248614088,Safe
INDOFLOODS-gauge-814,258,259,Banas at abu road,24.4939,72.7917,Banas,West flowing rivers of Kutchh and Saurashtra including Luni,Rajasthan,23-06-1980,27-05-2020,8144,8580,Open,1600,1431.448975,10.53443906,Safe
INDOFLOODS-gauge-775,406.9,407.9,Chittorgarh,24.8667,74.6356,Ganga/Yamuna/ Chambal/Banas/ Gambhiri,Ganga - Brahmaputra - Meghna/Barak,Rajasthan,01-11-1976,31-05-2011,9083,11647,Restricted,1445,1411.671509,2.306469965,Safe
INDOFLOODS-gauge-898,494,495,Gummanur,12.555,78.1386,Ponnaiyar,East flowing rivers between Pennar Kanyakumari,Tamil Nadu,01-09-1978,27-05-2020,13753,14700,Open,4620,5049.803223,9.303100065,Safe
INDOFLOODS-gauge-243,126.18,127.71,Kadana dam,23.3064,73.8261,Mahi,Mahi,Gujarat,01-01-2018,27-05-2020,716,0,Open,25520,25780.10156,1.01920674,Safe
INDOFLOODS-gauge-665,252.7,254.9,Wankhed,20.99,76.73,Tapi,Tapi,Maharashtra,01-01-2018,20-08-2019,418,0,Open,,463.0830688,,Caution
INDOFLOODS-gauge-544,437.2,437.8,Mandla,22.5992,80.3639,Narmada,Narmada,Madhya Pradesh,01-01-2018,27-05-2020,638,0,Open,13000,12778.33301,1.705130692,Safe
INDOFLOODS-gauge-786,281.5,281.5,Mahi dam,23.6275,74.5453,Mahi,Mahi,Rajasthan,01-01-2018,27-05-2020,716,0,Open,6149,6153.266602,0.069386925,Safe
INDOFLOODS-gauge-944,25,26,Khowai,24.0789,91.5919,Meghna/,Ganga - Brahmaputra - Meghna/Barak,Tripura,01-01-2018,27-05-2020,450,309,Open,1310,1246.797119,4.824647405,Safe
INDOFLOODS-gauge-422,18,20,Nellipalli,9.03,76.92,Kallada,West flowing rivers from Tadri to Kanyakumari,Kerala,01-06-2019,27-05-2020,136,0,Open,,883.2365112,,Caution
INDOFLOODS-gauge-1084,7.96,8.59,Hanskhali,23.3553,88.6061,Bhagirathi/Churni,Ganga - Brahmaputra -Meghna/Barak,West Bengal,01-06-2010,31-10-2020,1299,0,Open,980,146.5135803,85.04963466,Caution
INDOFLOODS-gauge-406,290.65,291.65,Kottathara,11.13,76.68,Bhavani,Cauvery,Kerala,15-06-2017,27-05-2020,782,207,Open,130.38,175.8397522,34.86712088,Caution
INDOFLOODS-gauge-421,8.3,9.3,Palakadavu,10.43,76.24,Karamana,West flowing rivers from Tadri to Kanyakumari,Kerala,01-07-2019,30-04-2020,57,0,Open,,782.3994141,,Caution
INDOFLOODS-gauge-596,9.4,11,Niivali,17.0692,73.45,Bav,West flowing rivers from Tapi of Tadri,Maharashtra,01-01-2018,27-05-2020,607,0,Open,421,408.33078,3.009315914,Safe
INDOFLOODS-gauge-1005,544,545,koteswar,30.3308,78.4883,Ganga/Bhagirath,Ganga - Brahmaputra - Meghna,Uttarakhand,03-07-2011,31-12-2011,159,159,Restricted,7413,7273.05957,1.887770538,Safe
INDOFLOODS-gauge-844,134.12,135.12,Nallamaranpatty,10.8808,77.9847,Cauvery/,Cauvery,Tamil Nadu,01-12-1977,27-05-2020,7351,14276,Open,9080,8603.462891,5.248206046,Safe
INDOFLOODS-gauge-645,558.1,559.6,Nasik,20.0019,73.8033,Godavari,Godavari,Maharashtra,01-01-2018,07-05-2020,585,0,Open,650,693.2064209,6.647141677,Safe
INDOFLOODS-gauge-961,113.3,114.3,bhatpurwagat,27.1911,80.8,Ganga/Gomti,Ganga - Brahmaputra - Meghna,Uttar Pradesh,01-07-2004,31-07-2011,2585,0,Restricted,6615,7425.166992,12.2474224,Safe
INDOFLOODS-gauge-446,63.5,64.5,Pudur,10.78,76.575,Bharathapuzha/ Kannadipuzha,West Flowing Rivers From Tadri to Kanyakumari,Kerala,02-09-1985,27-05-2020,12228,12003,Open,1313,1283.758911,2.227044097,Safe
INDOFLOODS-gauge-943,73.32,75.82,Eturunagaram,18.6203,79.8042,Godavari,Godavari,Telangana,01-01-2018,27-05-2020,663,0,Open,270600,12880.31641,95.24009002,Caution
INDOFLOODS-gauge-585,88,90,Ozerkheda,20.1006,73.2706,Damanganga/ Wagh,West flowing rivers from  Tapi to Tadri,Maharashtra,05-02-2019,31-01-2020,327,0,Open,640,637.4835205,0.393199922,Safe
INDOFLOODS-gauge-617,212,214,Hathnur,21.0719,75.9461,Tapi,Tapi,Maharashtra,01-01-2018,20-08-2019,407,0,Open,29430,29500.49805,0.239544852,Safe
INDOFLOODS-gauge-922,53,55,Dummugudem,17.8372,80.8861,Godavari,Godavari,Telangana,01-01-2018,27-05-2020,549,0,Open,279745,273897.3125,2.090363545,Safe
INDOFLOODS-gauge-1042,47.7,48.2,Mansai/Mathabhanga ,26.3253,89.2356,Brahmaputra/ Jaldhaka,Ganga - Brahmaputra -Meghna/Barak,West Bengal,01-06-2010,11-10-2011,263,0,Open,3039,3542.106445,16.55499984,Safe
INDOFLOODS-gauge-31,37.74,39.24,Kunavaram,17.5731,81.25,Godavari,Godavari,Andhra Pradesh,01-01-2018,27-05-2020,569,1,Open,284880,279467.9688,1.899758214,Safe
INDOFLOODS-gauge-551,441,443,Tal.,23.7233,75.3469,Ganga/Yamuna/ Chambal,Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,01-01-1976,31-05-2011,10500,12931,Restricted,4270,4279.522949,0.223019883,Safe
INDOFLOODS-gauge-648,12.295,13,Pen,18.7367,73.1108,Bhogeswari,West flowing rivers from Tapi of Tadri,Maharashtra,01-05-2016,25-05-2020,922,691,Open,125,123.8492584,0.92059328,Safe
INDOFLOODS-gauge-367,657.75,657.75,Bhadra dam,13.7,75.64,Krishna,Krishna,Karnataka,01-01-2018,27-05-2020,695,0,Open,,2010.45813,,Caution
INDOFLOODS-gauge-913,269.75,269.75,Srisailam dam,16.0869,78.8967,Krishna,Krishna,Telangana,01-02-2019,22-04-2020,375,0,Open,206041,208408.9219,1.149247917,Safe
INDOFLOODS-gauge-426,77.4,78.4,Manikal,9.53,76.91,Manimala,West flowing rivers from Tadri to Kanyakumari,Kerala,01-07-2019,27-05-2020,89,0,Open,,47.73057938,,Caution
INDOFLOODS-gauge-404,17.9,18.9,Chakkalakuth,11.26,76.24,Kudhirapuzha,West flowing rivers from Tadri to Kanyakumari,Kerala,01-06-2019,27-05-2020,97,0,Open,214,225.7147522,5.474183271,Safe
INDOFLOODS-gauge-445,23.8,24.8,Pallippady,10.04,76.62,Kothamangalam,West flowing rivers from Tadri to Kanyakumari,Kerala,01-07-2019,27-05-2020,89,0,Open,,183.9282227,,Caution
INDOFLOODS-gauge-787,429.1,430.1,Bigod,25.2506,75.035,Ganga/Yamuna/ Chambal/Banas,Ganga - Brahmaputra - Meghna/Barak,Rajasthan,01-11-1976,31-05-2011,10467,12537,Restricted,14338,13620.57129,5.003687474,Safe
INDOFLOODS-gauge-434,100,101,Madamon,9.36,76.84,Pamba,West flowing rivers from Tapi to Tadri,Kerala,01-06-2019,27-05-2020,136,0,Open,,1090.711304,,Caution
INDOFLOODS-gauge-19,14.25,16.08,Dowlaiswaram(state gov. site),16.9383,81.7825,Godavari,Godavari,Andhra Pradesh,01-01-2018,27-05-2020,690,0,Open,311150,305683.8125,1.756769243,Safe
INDOFLOODS-gauge-485,262.13,263.35,Indirasagar dam,22.28,76.47,Narmada,Narmada,Madhya Pradesh,01-07-2018,27-05-2020,97,0,Open,,61992.69531,,Caution
INDOFLOODS-gauge-180,8.5,9.5,Surat,21.2,72.82,Tapi,Tapi,Gujarat,01-07-2018,23-04-2020,104,0,Open,63973,63694.52734,0.435297172,Safe
INDOFLOODS-gauge-602,10,11,Mahad,18.0922,73.4603,Savitri,West flowing rivers from Tapi of Tadri,Maharashtra,01-01-2018,27-05-2020,520,0,Open,758.6,861.9865112,13.62859362,Safe
INDOFLOODS-gauge-705,123.5,125.4,Rengali dam u/s,21.29,85.03,Brahmni,Brahmani and Baitarni,Odisha,01-07-2018,20-08-2019,103,0,Open,,25141.4375,,Caution
INDOFLOODS-gauge-668,16.5,17.5,Badlapur,19.1622,73.2544,Ulhas,West flowing rivers from Tapi of Tadri,Maharashtra,01-06-2013,27-05-2020,1191,1075,Open,785,961.7387085,22.51448516,Safe
INDOFLOODS-gauge-656,540.17,542.21,Nandre,16.95,74.53,Yerala,Krishna,Maharashtra,01-01-2018,27-05-2020,549,199,Open,3038,2928.480469,3.604987854,Safe
INDOFLOODS-gauge-345,456.5,457.6,Kokangaon,17.2864,75.6372,Krishna/ Bhima/Borinala,Krishna,Karnataka,25-07-1979,20-08-2019,4038,10120,Open,1640,1641.223389,0.07459689,Safe
INDOFLOODS-gauge-329,402,404.5,Deongaon bridge,17.1703,76.3283,Krishna/Bhima,Krishna,Karnataka,01-01-2018,27-05-2020,717,0,Open,50843,52106.02344,2.484163877,Safe
INDOFLOODS-gauge-399,26.5,27.5,Peruvampadam,11.32,76.2,Chaliyar,West flowing rivers from Tapi to Tadri,Kerala,01-06-2019,27-05-2020,96,0,Open,75,75.75479126,1.006388347,Safe
INDOFLOODS-gauge-694,17.83,17.83,Akhuapada,20.9156,86.2747,Baitarni, Brahmni - Baitarni,Odisha,01-01-2018,27-05-2020,483,0,Open,10385,10024.22949,3.473957727,Safe
INDOFLOODS-gauge-889,132,133,Elunuthimangalam,11.0317,77.8875,Cauvery/Noyyal,Cauvery,Tamil Nadu,07-08-1998,27-05-2020,6256,6925,Open,3386,3396.27124,0.303344359,Safe
INDOFLOODS-gauge-734,25.41,26.41,Naraj,20.475,85.775,Mahanadi,Mahanadi,Odisha,01-01-2018,27-05-2020,504,0,Open,133230,132534.9063,0.521724612,Safe
INDOFLOODS-gauge-1074,22.75,23.5,Englishbazar ,24.0031,88.1375,Padma/Mahananda,Ganga - Brahmaputra -Meghna/Barak,West Bengal,17-06-2010,31-10-2020,1098,0,Open,12820,3812.43042,70.2618532,Caution
INDOFLOODS-gauge-441,17.2,18.2,Perumannu,11.9814,75.5875,Valapatnam,West Flowing Rivers From Tadri to Kanyakumari,Kerala,26-06-1985,27-05-2020,12458,12144,Open,1070,1064.725464,0.49294729,Safe
INDOFLOODS-gauge-1012,47.81,48.42,L.R.P. Crossing,26.47,89.79,raidak-ii,,West Bengal,01-06-2010,31-10-2020,1167,0,Open,,148.7983093,,Caution
INDOFLOODS-gauge-294,101,102,Nanipalson,20.2028,73.2811,Damanganga,West flowing rivers from  Tapi to Tadri,Gujarat,05-02-2019,27-05-2020,412,0,Open,764,757.8242188,0.808348325,Safe
INDOFLOODS-gauge-832,445.465,445.965,Alandurai,10.95,76.79,Noyyal,Cauvery,Tamil Nadu,01-06-2017,27-05-2020,689,167,Open,156.4,168.3835144,7.662093606,Safe
INDOFLOODS-gauge-626,496.83,497.58,Ujani dam,18.07,75.12,Krishna,Krishna,Maharashtra,01-11-2018,20-08-2019,242,0,Open,,14911.73242,,Caution
INDOFLOODS-gauge-877,240.79,244.14,Mettur dam,11.8,77.8,Cauvery,Cauvery,Tamil Nadu,06-12-2017,27-05-2020,756,8,Open,,42438.83984,,Caution
